,X6,X9,X11,X12,X14,X18,X20,X21,X22,X24,X25,X26,X27,X28,X29,X30,X41,X42,X49,X52,X53,y
0,101.34,0.5063871291542916,38.58,0.9520060905810525,0.010948796781119041,0.5609026102593563,-1.98,3.31,1.76,3.31,-5.46,8.99,4.86,0.2828570536170484,66.85,0.88,4.01,12.17,1.1547368179120696,-0.1710105082047715,-0.08659752030503066,1
1,102.12,0.5089073056335868,41.4,0.9186937075683412,0.060277769670474574,0.5749941951285718,-9.67,16.78,8.26,13.47,-25.77,10.22,22.03,0.24012260794131365,53.96,0.81,-2.69,5.84,0.8444859068240229,-0.11338957814370712,-0.05770478470004304,1
2,158.3,0.6247078556878363,49.48,1.2208764605695273,0.00028780216844448485,0.8079961012548389,-11.7,-23.49,-8.07,-10.49,-15.96,3.44,-11.01,0.13260196257492038,86.16,1.93,-0.61,-6.06,0.16478900516915673,-0.07328393878802268,-0.0457810522566243,1
3,193.06,0.6590687248067731,53.3,0.9947076185292846,0.2033414520327861,0.7735388634990403,-30.08,-27.65,-9.91,-12.53,-50.54,5.53,-16.66,0.3094380668593825,85.71,1.21,-17.29,-4.98,0.0683681561537647,-0.18977476176017788,-0.12507461023378966,1
4,3157.23,0.9745365140414698,68.64,4.112652175692518,0.046445711690721335,0.919282221852114,-9.0,-69.29,-4.43,-4.86,-25.16,13.64,-12.39,0.04462579331714421,107.93,2.82,7.88,-8.44,0.10679367164680978,0.033943760916796926,0.033079434437312365,1
5,0.0,1.6806215492543044,105.54,-2.136723908655847,0.025409641706535827,0.8888159034653914,-57.3,0.0,-10.93,-11.59,-157.32,25.5,-30.01,0.05011081041560822,125.0,3.28,-44.78,-37.83,0.04755795440771073,-0.018790211494420117,-0.03157923435256838,1
6,388.2,0.9692836366415232,0.0,1.009919743366457,0.018014809204464816,0.9064850783634184,50.78,0.0,-10.05,-10.41,171.83,19.2,-34.01,0.07448197114812713,126.56,4.59,73.61,-10.63,0.0940887049951923,-0.030189424253164163,-0.029262114928220763,1
7,0.0,1.1182065135232575,0.0,1.1417552115181169,0.021023073266466224,0.9219179430410828,-14.37,0.0,-9.47,-9.57,-42.86,23.29,-28.25,0.02063517074490105,126.19,5.85,6.89,-12.73,0.0352645637854969,-0.012068576047261229,-0.013495160344998279,1
8,51.9,0.3429528376185961,15.1,0.5786914148192118,0.025550650116918632,0.8140544386590255,-26.11,-41.4,-26.28,-28.76,-35.44,0.09,-35.67,0.3779795097604576,93.73,1.36,-9.07,-15.97,0.3304492252090713,-0.5564047694206146,-0.1908205945373204,1
9,2131.13,0.955309320910638,72.68,13.711059001257027,0.023654470020085104,0.3821862590697016,-77.01,-543.32,-66.12,-111.07,-48.82,6.9,-41.92,0.5075955813856479,98.24,3.14,47.91,-32.48,1.0651711670048334,-0.8463872493178315,-0.8085616283732405,1
10,49.62,0.33822626720380605,16.25,0.5369284685873167,0.06664497336811229,0.8015016025480013,2.01,8.53,4.93,5.36,2.62,1.63,6.43,0.5163987260714106,41.93,2.33,11.2,6.1,0.1269667416836469,-0.27230151460037805,-0.09209952483722857,1
11,43.79,0.31302370955743075,14.61,0.42114261567165584,0.16281782368286235,0.8980140620307504,-25.8,2.35,1.58,1.7,-33.42,0.86,2.05,0.5384684181757027,44.11,1.82,-15.82,-10.36,0.11817614491783425,0.13987912119058804,0.043785481404711286,1
12,69.28,0.4176317456142713,24.24,0.6397189408746915,0.18173862233511295,0.8174546536996941,-47.35,-5.95,-3.79,-3.88,-58.3,0.21,-4.67,0.6069508419430969,43.97,1.93,-32.5,-8.38,0.14283437169967542,-0.12347702082855813,-0.05156792375188047,1
13,101.57,0.5457107198031311,33.58,0.6395603824891049,0.061967417499677366,0.7397926059590143,-17.49,-14.41,-7.32,-9.15,-24.59,3.32,-10.29,0.6851754516453437,41.77,1.71,0.59,37.87,0.08678895281914611,-0.10146658094622824,-0.05537140092412887,1
14,2235.59,0.964340573809449,34.06,0.9152218815638664,0.03311829126938668,0.8487101186512095,-24.56,-156.69,-22.83,-27.62,-42.53,6.99,-39.53,0.17799531123388007,102.62,0.74,-19.26,-38.95,0.3940903507743249,0.1827190837136851,0.17620342603439182,1
